Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
813,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeCN,47.08455183,53124.39053
814,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeCN,78.41897059,210159.0983
815,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeCN,4.322552792,8561.902193
816,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,MeCN,36.59043415,122532.8102
817,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,68.05725666,77189.55311
818,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,96.48979657,377291.2611
819,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,90.23180887,95707.41921
820,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,81.8373221,265363.7973
821,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,64.28963301,67482.66813
822,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,92.96084401,272452.5938
823,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,80.72878184,88179.35871
824,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,62.36440805,154652.4635
825,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,84.67482394,80950.47076
826,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,86.91958019,239388.884
827,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,10.92156916,21154.90882
828,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,KOH,2.5,MeCN,55.18750224,152587.5775
829,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,68.43077281,78928.47778
830,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,97.42473775,413672.4031
831,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,84.73968259,102540.5652
832,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,92.09250076,368553.8455
833,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,82.77093353,83867.69426
834,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,91.16878378,295455.376
835,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,90.89395618,101424.695
836,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,85.41055464,139709.4257
837,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,91.09973145,93872.47914
838,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,27.39446283,92750.83671
839,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,16.03738064,22127.40561
840,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,MeCN,36.70268255,118319.2963
841,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,67.59359986,72395.74252
842,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,97.45491414,353068.6164
843,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,85.03849103,87261.26481
844,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,92.69531645,359496.6121
845,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,70.4521027,68968.60383
846,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,92.51875329,76023.27692
847,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,91.36857912,93015.64637
848,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,41.6681354,156309.6107
849,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,80.58634428,76541.63566
850,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,81.21063934,255155.7507
851,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,9.062159434,17980.87401
852,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,MeCN,61.6132791,115547.3223
853,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,MeCN,74.74074779,92126.56075
854,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,MeCN,97.46162788,376425.3317
855,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,MeCN,90.67429897,101057.5031
856,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,MeCN,84.05022753,321095.6558
857,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,MeCN,58.4379304,67536.68165
858,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,MeCN,88.70441884,305865.6071
859,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,None,2.5,MeCN,71.34688605,80637.90381
860,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,None,2.5,MeCN,35.95472499,148390.9563
861,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,None,2.5,MeCN,66.76955359,79169.0871
862,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,None,2.5,MeCN,76.65000459,259912.8939
863,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,None,2.5,MeCN,7.36454759,15163.84269
864,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,None,2.5,MeCN,39.47187435,103355.5935
865,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,51.2197691,48263.4341
866,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,THF,96.32423912,365082.0759
867,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,33.56671417,41650.58471
868,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,89.35392014,281182.6351
869,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,60.68438914,52741.40681
870,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,29.57033081,106417.3868
871,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,93.85834993,90713.42059
872,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,51.38207828,179460.6389
873,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,95.80146183,83734.33124
874,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,27.47170909,76094.26573
875,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,47.21412582,57515.34219
876,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,NaOH,2.5,THF,64.14770313,166666.043
877,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF,54.85058152,44044.64389
878,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,THF,87.24863879,345098.7069
879,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF,25.72148134,37443.46612
880,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF,92.69824958,323013.5566
881,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,THF,43.74830841,43226.74635
882,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,THF,30.60444576,137300.972
883,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,THF,86.69548538,91962.31793
884,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,THF,44.12288558,157186.0218
885,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,THF,87.65293069,83170.22655
886,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,THF,65.24771547,201601.6237
887,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,THF,8.258212943,25291.42219
888,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,NaHCO3,2.5,THF,22.87396446,111368.6718
889,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,THF,22.37222309,27191.66208
890,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,THF,67.87629547,287951.4108
891,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,THF,15.15009146,35045.83689
892,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,THF,83.83806549,323845.6458
893,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,THF,11.83129354,29032.88521
894,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,THF,29.4526705,123807.9245
895,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,THF,52.9065761,67908.8219
896,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,THF,40.8470724,155451.1623
897,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,THF,55.65876678,64454.21855
898,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,THF,52.32019959,176211.7198
899,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,THF,4.367985507,14148.23633
900,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,CsF,2.5,THF,14.4321772,73832.72424
901,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,THF,27.63077243,30833.26096
902,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,THF,65.66442452,260435.2864
903,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,THF,14.98816224,34046.60273
904,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,THF,73.06847671,295379.1934
905,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,THF,9.330431795,24251.28367
906,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,THF,23.78057661,97411.58197
907,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,THF,54.77743619,65404.81505
908,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,THF,42.65906733,159691.973
909,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,THF,47.90341103,63151.10353
910,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF,43.1539636,144941.3116
911,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF,5.762420815,16620.64283
912,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,K3PO4,2.5,THF,18.75503318,92650.05955
913,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,THF,33.26111539,36670.91452
914,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,THF,84.51033916,354622.4395
915,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,THF,11.46407504,28090.18719
916,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,THF,65.63650724,253058.645
917,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,THF,26.98693781,30984.76057
918,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,THF,24.54222734,91257.59081
919,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,THF,61.34849181,70134.36857
920,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,THF,47.03686243,147656.9539
921,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,THF,80.82850296,64804.71606
922,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,THF,27.83279257,84238.48245
923,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,THF,17.76301729,32621.38642
924,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,KOH,2.5,THF,29.95193174,123656.8734
925,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,THF,53.77563782,39793.49213
926,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,THF,85.87793677,294030.7421
927,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,THF,23.63084252,29896.38869
928,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,THF,65.74210983,238761.2962
929,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,THF,48.32614946,34984.03866
930,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,THF,26.71051631,85937.59493
931,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,THF,93.66786848,82113.68106
932,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,THF,49.63044773,168896.5543
933,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,THF,95.49589488,76823.90604
934,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,THF,24.1005233,55724.87744
935,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,THF,42.89401582,43479.46064
936,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,LiOtBu,2.5,THF,62.99660302,144964.3598
937,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,THF,49.01704081,42115.302
938,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,THF,86.06966997,296279.5546
939,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,THF,28.07778698,31157.55185
940,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,THF,75.26101286,254370.9694
941,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,THF,54.06374591,39454.4479
942,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,THF,26.61107151,83436.28471
943,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,THF,93.80811621,79768.0941
944,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,THF,49.74444552,144709.7646
945,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,THF,95.84525996,82938.19616
946,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,THF,27.02727729,72669.86781
947,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,THF,37.87881461,45431.48106
948,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,None,,Et3N,2.5,THF,56.06347977,138604.4648
949,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,None,2.5,THF,56.77729729,38573.18008
950,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,None,2.5,THF,82.29902454,294748.3022
951,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,AmPhos,0.125,None,2.5,THF,42.79718047,33567.74224
952,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,None,2.5,THF,75.64247175,253237.276
953,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,None,2.5,THF,55.95911732,43794.54698
954,6-triflatequinoline,"1c, 6-OTf-Q",1,0.0004,"2a, Boronic Acid",1,Pd(OAc)2,0.0625,CataCXium A,0.125,None,2.5,THF,25.66424458,91558.38583
